amount,hour,distance_km,merchant_risk,txns_last_hour,is_fraud,anomaly_score,flagged
54.05843117302988,18,4.808665470199138,0.21548102646047665,0,0,0.41775951781401544,False
46.18236442356284,8,11.783723731647664,0.29105494084930805,1,0,0.45789103172564827,False
50.357109320600784,15,3.1087539150814516,0.4707752817781286,1,0,0.43749203775343626,False
28.579769464846223,14,1.3849364818885164,0.1854780163597572,1,0,0.38420723323125394,False
27.392832107419775,11,6.8116995325426055,0.1333429785111113,2,0,0.4051319677840005,False
38.40562850449853,17,1.4211252428789924,0.2294739138536202,3,0,0.43494120971068406,False
85.99347134248798,8,0.6843011578143363,0.24660876117230243,2,0,0.45786801207758054,False
42.381127236935264,17,7.985693974931923,0.09089056715606969,2,0,0.42241845062234284,False
84.50941270197207,12,10.859338090801797,0.39901884237592294,0,0,0.5031347358568783,False
26.444103042398538,9,0.28743036212665235,0.17500276324566608,1,0,0.40509635017425155,False
45.93346595540444,11,0.9512317069778121,0.4228034664964404,1,0,0.4203275725614622,False
43.379501107239896,9,9.040425979876689,0.27420244676475974,1,0,0.42719437708815894,False
39.40652002775497,19,0.0017161465250668999,0.17921273545746663,2,0,0.42050502652631716,False
21.478773746821904,13,8.666474448721095,0.04508141243330575,1,0,0.42707557307101857,False
55.49638174130778,17,8.116762155803825,0.19021719747526414,0,0,0.4339737270109801,False
49.142920927468104,21,2.2190026044285953,0.6973374909108316,1,0,0.5366840800370377,False
53.11660666803029,22,0.8483845248047657,0.08001640515449678,1,0,0.44157087911918463,False
44.93404400458756,17,4.973295603186985,0.3069765649919432,1,0,0.40602401321425674,False
27.717318318336805,9,5.9105420729907605,0.06557282694422019,2,0,0.4232019456518295,False
32.16146378063361,8,5.854809153421277,0.051682060825016474,4,0,0.5183607929966758,False
34.00576951167747,8,3.243441683110133,0.19898691941445773,1,0,0.4104563329797062,False
17.48452759331144,20,1.9667033326579686,0.07587945009262452,2,0,0.42689523094997106,False
40.60475364858341,19,0.33166498496172575,0.1502998765395831,1,0,0.40356204818647057,False
39.111107574303325,13,5.242319366797276,0.1728991532924611,1,0,0.3931628318028745,False
55.804622825954894,19,2.4815493883564224,0.2160395058287465,0,0,0.4182253555753718,False
11.900836245632412,9,5.2477066046579495,0.12692016100546946,2,0,0.4249637938792565,False
63.14500703425121,22,0.009478161631066285,0.13646479384782242,1,0,0.4595228825050949,False
20.95979177874695,16,5.774787150018184,0.2358701655665904,2,0,0.41154952082169777,False
16.493394784032297,8,0.897062453025324,0.24157313718747814,0,0,0.43288954894384335,False
35.12106695101485,8,1.4167137685514704,0.041986029594840456,1,0,0.42737822761835875,False
66.80132317639774,17,3.1975675432916564,0.4175112452525687,2,0,0.44621534586193085,False
28.271264777193128,15,7.459506942453262,0.3312120170032273,1,0,0.4106809738849089,False
4608.158314006758,5,690.911734089816,0.714784491942121,9,1,0.7831169846150291,True
34.714560978271386,14,2.151615293044984,0.26464875955759526,1,0,0.38893557313969596,False
32.07311943705423,19,6.018524127826036,0.37029811895874243,3,0,0.4808024988703485,False
1502.0922257715547,0,527.415410655023,0.5534923549889494,2,1,0.732358396073607,True
50.44131104898758,11,1.3192210490070135,0.14700401592234086,2,0,0.39945867134523705,False
24.125018585433402,13,11.577070680194462,0.26773643002728065,2,0,0.43947478392832573,False
64.45593331311728,8,2.256488069937036,0.3041552301008879,1,0,0.43570259038794196,False
56.66240780543033,18,17.72467687900457,0.3090140097555308,0,0,0.5188831998574757,False
37.30573888825642,17,3.0393700014510934,0.08393246780308006,0,0,0.40727128867030976,False
22.403614874883274,20,4.873492352473817,0.2865751491269905,1,0,0.4232357510905222,False
50.981143428205314,14,1.1195947685308791,0.043413745300184194,0,0,0.42427866231369377,False
26.88278053114036,20,1.1590159300162208,0.1907519355852232,1,0,0.4010191692262434,False
47.7722675082576,11,2.725056798079217,0.045584946340417584,1,0,0.4122359925180275,False
15.403399102367349,15,1.5534177854213786,0.06921451039942336,0,0,0.4145026539662707,False
83.69165665769985,18,0.9077908801889507,0.021440954375772377,0,0,0.4824815743037056,False
19.57717450505099,22,4.391116100798273,0.2727330981047943,1,0,0.44356907024756365,False
39.36713920016012,18,0.6570995101682563,0.376532444571545,1,0,0.41824327850248255,False
42.376312816476926,20,1.163467638057989,0.27871443383422695,1,0,0.4118524780004805,False
39.9764852325271,12,8.160376581314232,0.06843818656501838,2,0,0.4267552297374092,False
12.541757015754532,20,6.505955835250121,0.27657353029974335,2,0,0.44616570521379256,False
25.922105383654134,17,10.609200940933773,0.17800389044305104,2,0,0.428547436142278,False
32.78330216723201,12,2.84677527300069,0.11277612904035329,1,0,0.3895332648847863,False
32.50846417394541,18,3.249029837956325,0.21810402223847633,0,0,0.4051411034432545,False
44.52098612429629,17,16.22775744108501,0.08695796966996443,2,0,0.4778147533009287,False
14.974971376600392,19,2.0090810631628977,0.10485518097924608,2,0,0.41582000872488856,False
34.868926988536174,17,2.942588375532699,0.1030946120857281,1,0,0.3893883265634403,False
15.526782261540603,16,12.22843905230717,0.13175194204187057,1,0,0.43901102676727155,False
21.77117589239755,22,0.5287438589735914,0.15156815763873724,1,0,0.43271959032177193,False
15.61164082313378,16,0.0072401729641350734,0.4038475794224894,1,0,0.4372869435362334,False
11.747115793602369,13,2.2835143872150336,0.3620235931213686,2,0,0.4201345651650744,False
63.48171012472645,13,1.1512202238001128,0.4193325494472443,2,0,0.4394153490602354,False
48.96221532550204,14,3.624157227115202,0.36363469755700684,1,0,0.40749500764362145,False
27.704808283783976,20,0.01552089432695598,0.6294045892623444,1,0,0.5174388546393316,False
28.462161116661097,19,0.870082578831639,0.12879432934548476,1,0,0.3977342450343944,False
94.04645150510179,22,5.757004409570864,0.22589851005700662,0,0,0.5043585307462743,False
32.6763417800316,10,5.525381881046936,0.3852949113694566,0,0,0.43074422617056796,False
23.358645918881813,12,3.5825586206579145,0.16475927514061722,2,0,0.3972066825060976,False
20.322656817401786,12,2.7005633987604205,0.35977299495710885,2,0,0.41284257293039056,False
24.204838256672584,17,2.69459155355039,0.3681400993518026,0,0,0.42412150805041754,False
42.83064551505457,17,2.8986561214325834,0.05175351552607759,0,0,0.4187957836502473,False
72.67691641234444,8,0.2797461580195829,0.3280908548349849,2,0,0.4574789756271257,False
16.85868397996899,19,2.9981998965644165,0.1974751939718687,2,0,0.4132450969493902,False
46.01911034492765,18,2.9053329142286644,0.24718396919118976,0,0,0.4135204471704029,False
57.91311138443448,15,0.7656116920217704,0.41518342469681757,0,0,0.4444003925387357,False
16.142362483613276,8,0.5128744671799242,0.2175220989542356,2,0,0.4310366657890321,False
48.08454366148119,14,6.322578201544327,0.23149082923033304,1,0,0.40431494124511985,False
13.404689539079985,9,0.6524901542779332,0.34966379156691985,1,0,0.4288834805333953,False
22.43096226095161,11,0.2064989310707839,0.23409738355972293,0,0,0.412214019252822,False
18.628085956914962,15,1.9070922731015174,0.013318487812413784,3,0,0.4693656992575527,False
46.21707197920075,10,0.9761595294182237,0.21892304371001076,0,0,0.4046569684741103,False
84.49665264466557,21,1.4578519210416887,0.3420098959403701,1,0,0.4673735971331955,False
40.628705337617596,12,1.6133832172252367,0.07578992829793951,1,0,0.3934553481341392,False
27.750635676824565,7,0.20799597333235645,0.04089657822588456,1,0,0.45163096593230584,False
32.56341207371159,13,2.110076336866886,0.14874696528564837,1,0,0.384228760896598,False
32.24420378130627,11,2.4193824879300787,0.07745202819258568,2,0,0.3994507383289582,False
31.397307203061217,9,1.032576788442554,0.20835690312057975,1,0,0.3993435342538843,False
54.29975809065206,9,4.841935828865942,0.33806206411821865,0,0,0.44071894422609514,False
24.23134280222207,11,5.9819749230356996,0.0897435861931292,2,0,0.40941213929009296,False
28.445030163906956,13,3.24211356838129,0.22624501465825694,3,0,0.4302815379538898,False
29.524410775088636,19,14.564964870731437,0.12050594749046446,2,0,0.4732629529769795,False
54.32381614218031,19,6.009896927201766,0.2339298054450283,3,0,0.4686901079343716,False
35.20162927878456,14,2.5471540703719495,0.27711073790121343,1,0,0.39225880591715345,False
24.435533952005088,8,6.6636345666805745,0.09440955022620581,0,0,0.4411308962939762,False
48.68594028534642,19,4.270445562073687,0.22009216723072636,1,0,0.4101837437526331,False
11.921372920082508,18,0.8265985582755202,0.23748861735858698,1,0,0.40918981477315347,False
35.11268269316188,20,1.9198542061882315,0.1906695109017052,3,0,0.45461125462279395,False
71.0745738153736,13,1.5663783483710971,0.10950716736260616,0,0,0.4244970818639556,False
33.104265519080265,14,0.5777375742507338,0.3780901786373853,2,0,0.4194069588197466,False
25.14841390215604,7,4.025771316757044,0.36455967260630623,2,0,0.4527330730880575,False
4653.340792605434,5,151.617874143512,0.7512864028903489,7,1,0.7624297153544517,True
39.9826789596312,12,2.8449482961462658,0.4111377088431877,2,0,0.4218676749180118,False
30.108848473595522,17,2.5258854934180572,0.08755119754371823,1,0,0.39243514579125305,False
28.389164201484025,7,0.9567115385870598,0.04287933499038013,0,0,0.46303409708473914,False
38.86296345366417,21,22.443595279866692,0.08803410337576323,2,0,0.5374637309332015,False
17.95994299320182,16,0.8647372211356223,0.28825592098267716,2,0,0.407488455697676,False
27.516784575123957,7,0.4509160783280376,0.6411285468141679,1,0,0.5231614714885757,False
45.8473395269566,20,0.876828968415322,0.13291262491930017,1,0,0.40786334947130914,False
12.091875048067081,7,0.898650303908124,0.026739108841741136,1,0,0.46818227445487387,False
21.582172165399346,22,1.5562263842485657,0.1734083255600035,1,0,0.4273777054854402,False
23.90057925466008,19,3.9155538887377612,0.04293148746394809,1,0,0.4142586865767383,False
31.181388660419234,12,0.06572710772142867,0.1192242243589541,1,0,0.3985085227282198,False
28.310743607344097,10,0.46659717694373976,0.010773786759447495,0,0,0.4454381622330342,False
51.405498140912854,21,15.469407298990605,0.2163252827053963,2,0,0.5015944676415814,False
31.137184416414478,10,6.332898372480433,0.061530040013368405,6,0,0.568607553662465,False
32.47645631209327,20,7.2048662754625665,0.12453686408540714,2,0,0.43002655088497604,False
56.83263601287329,13,2.493788753050658,0.4641678468130218,1,0,0.4346654618745656,False
126.5492736971463,7,4.380846332337496,0.22475917332792084,1,0,0.4968715665594591,False
31.31260744473268,11,6.733438540454727,0.057513729978368316,3,0,0.4597897562521635,False
70.06431585378195,21,12.020957794596672,0.18354245078975218,2,0,0.49290708535745037,False
39.31065822503487,14,0.2355794735657818,0.33733096905698134,0,0,0.419967832307926,False
43.83820096218481,16,2.666287248437807,0.0339839007261166,3,0,0.4550663302985555,False
61.28297707302387,18,2.8743209857605883,0.39472722132633253,0,0,0.4500801978298115,False
38.83481699431011,15,0.4770732648285351,0.08866078869710796,2,0,0.40311992000557734,False
83.27758225378987,19,21.23920693640744,0.3655521136453217,1,0,0.5458359137895881,False
63.26965204018133,17,2.1146804437212636,0.614544163359962,3,0,0.5392091565194489,False
