f0,f1,f2,f3,f4,f5,f6,f7,f8,target
0.6200931975868672,1.046830931068694,-0.06485458726293292,-1.4517257755761699,1.2929753134416282,1.4530947777065282,1.6770835293390558,1.292885367660991,2.193144027594181,1
-1.8259010941126057,1.6193661661017624,-0.5633650484202921,1.7604162458930834,-3.36025273735917,-2.3664847820212707,1.6555465737661628,-0.19490790474026043,1.1921141097859018,0
-1.4047652216670008,2.3901287575565844,1.3135022022436558,-3.2080194261973114,3.030799754752281,-0.11752605956070106,1.018725401292619,2.1810148181332236,3.2372828486216467,1
-1.409679294659649,-2.0262458515751884,0.8448848258372579,-0.7033563093957247,2.2293670039777735,-0.8416987856496561,0.21959471130147556,-0.9936792434495775,-0.3666528589409811,0
2.9971982917191387,3.7895268779573774,-1.7296058828103504,-0.14037838796423907,-1.5939639217672161,0.048213941016089334,1.4888985795362353,3.2282765779123244,2.8236412703279146,0
0.1705660267701262,1.4578255730499097,1.5466705393957896,0.008043470470814107,-0.014080688478859724,-0.9161632449912215,3.62153090416627,0.7390033158529312,2.9223867499084175,1
1.9279491802420827,-0.19946708403533964,1.1711019605659025,-2.319196685865987,3.7053228401728298,1.9009627400781235,1.7772125199930668,1.203772371718893,1.9635540123953257,1
0.7031563164196175,-0.9390667172310998,-2.8653543968147304,2.327939542256638,-4.376586584499121,-0.8733904151323073,-0.7852561891596022,-2.4620343557564697,-1.6080309774464088,0
0.02197329596321629,0.5665965318729597,1.0809016292873321,-0.2908339038160904,1.3514935756509148,-0.6258577221405064,0.2169203462049889,1.4031344492043116,0.3810385235346692,1
-0.002685725863242228,0.3166690014179502,-0.6227577058978673,0.00946051565236039,-2.385758467848552,-0.2854362025694135,0.8412162585261266,-2.3211283223831733,0.978911129166933,0
-1.998605566555507,0.7987878087793028,0.7239112304524062,0.9269014796564683,-2.3808836613660924,-1.7168401507678492,2.211665743440089,-1.5407217918778904,1.5103033562138743,0
1.1508346496843629,1.1648754099961192,0.2535929405979296,1.7191291858823394,-2.836685798943026,-1.694193363404206,2.1211762612881255,-0.5001702349047037,1.1686824585244373,0
